Federal organization,Fiscal year,Fleet type,GHG scope,Energy category,Fuel type,Fuel consumption (L),Energy use (GJ),Emissions (kt)
Natural Resources Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),32587.056,1140.77232,0.015597166
Natural Resources Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,305856,10704.96,0.686035008
Parks Canada,2014-15,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,25709,900.05,0.06361638
Parks Canada,2014-15,Marine vessels,1,Gasoline,gasoline,87500,3062.5,0.1945125
Parks Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),776926.8253,27181.71773,1.820417459
Parks Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1228846.714,43020.86758,3.076108851
Parks Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),877264.5601,30717.86764,1.883623998
Parks Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,1930882.23,67580.87805,4.330968842
Parks Canada,2014-15,On-road vehicles,1,Liquified petroleum gas,propane,11573.12075,405.1392617,0.02465635
Parks Canada,2014-15,On-road vehicles,1,Natural gas,compressed natural gas,1309.436331,0.193613154,1.10456E-05
Parks Canada,2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,31835.4,1114.53,0.078246233
Parks Canada,2014-15,Other mobile equipment,1,Gasoline,gasoline,48500,1697.5,0.1089795
Public Services and Procurement Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),2584.886,90.43534,0.006056647
Public Services and Procurement Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,42403.44,1484.508,0.106146353
Public Services and Procurement Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),29.977,1.04966,6.43653E-05
Public Services and Procurement Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),40636.938,1422.57386,0.019450086
Public Services and Procurement Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,330167,11555.845,0.740564581
Public Services and Procurement Canada,2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),169.572,5.93268,0.000397324
Public Services and Procurement Canada,2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7965.414,278.8623,0.019577692
Public Services and Procurement Canada,2014-15,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),23.208,0.81264,4.98312E-05
Public Services and Procurement Canada,2014-15,Other mobile equipment,1,Gasoline,gasoline,3226,112.91,0.007248822
Public Services and Procurement Canada,2014-15,Other mobile equipment,1,Liquified petroleum gas,propane,0.723,0.02531,1.54034E-06
Transport Canada,2014-15,Aircraft,1,aviation fuel,jet fuel,3488057.108,122033.055,8.41710598
Transport Canada,2014-15,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13671871.6,478640.4773,33.83075883
Transport Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1282.9861,44.886809,0.003006165
Transport Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7064.41748,247.319186,0.017683993
Transport Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),87332.4776,3057.991408,0.187516467
Transport Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),338.5809,11.852673,0.000162055
Transport Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,392603.97,13741.13895,0.880610705
Transport Canada,2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2207207.358,77272.4331,5.424956561
Transport Canada,2014-15,Other mobile equipment,1,Gasoline,gasoline,22947,803.145,0.051561909
Transport Canada,2014-15,Other mobile equipment,1,Liquified petroleum gas,propane,53921.34,1887.6198,0.114878557
Agriculture and Agri-Food Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),44012.05389,1539.814544,0.103124656
Agriculture and Agri-Food Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,331199.4745,11595.00903,0.82907463
Agriculture and Agri-Food Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),302126.2406,10579.10497,0.648712216
Agriculture and Agri-Food Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),34007.751,1190.50647,0.016277154
Agriculture and Agri-Food Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,951417.9,33299.6265,2.13403035
Agriculture and Agri-Food Canada,2015-16,On-road vehicles,1,Liquified petroleum gas,propane,42.8739,1.500883,9.13422E-05
Agriculture and Agri-Food Canada,2015-16,On-road vehicles,1,Natural gas,compressed natural gas,5966.8718,0.8822612,0.000050333
Agriculture and Agri-Food Canada,2015-16,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),114011.7342,3988.837398,0.267140926
Agriculture and Agri-Food Canada,2015-16,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,436121.2949,15268.23181,1.071915183
Agriculture and Agri-Food Canada,2015-16,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),17325.76801,606.6706358,0.037201129
Agriculture and Agri-Food Canada,2015-16,Other mobile equipment,1,Gasoline,gasoline,174392.3,6103.7305,0.391859498
Agriculture and Agri-Food Canada,2015-16,Other mobile equipment,1,Natural gas,compressed natural gas,1358.18846,0.20082164,1.14569E-05
Canada Border Services Agency,2015-16,Marine vessels,1,Gasoline,gasoline,868.4,30.394,0.001930453
Canada Border Services Agency,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),5311.6255,185.833595,0.012445671
Canada Border Services Agency,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,81830.9812,2864.83234,0.204843292
Canada Border Services Agency,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),297969.8328,10433.56622,0.63978776
Canada Border Services Agency,2015-16,On-road vehicles,1,Gasoline,gasoline,1447213.5,50652.4725,3.246099881
Canada Revenue Agency,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,9501.1712,332.62784,0.023783794
Canada Revenue Agency,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),7456.2469,261.084302,0.016009726
Canada Revenue Agency,2015-16,On-road vehicles,1,Gasoline,gasoline,83390.94,2918.6829,0.187045878
Employment and Social Development Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,146124.13,5114.34455,0.327756424
Environment and Climate Change Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),12184.183,426.27827,0.028548763
Environment and Climate Change Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,228454.55,7997.9975,0.571878539
Environment and Climate Change Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),157972.988,5531.50504,0.339192673
Environment and Climate Change Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,804738.02,28165.8307,1.805027379
Environment and Climate Change Canada,2015-16,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,25382.988,888.6366,0.062387255
Environment and Climate Change Canada,2015-16,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),120.875,4.2325,0.000259538
Environment and Climate Change Canada,2015-16,Other mobile equipment,1,Gasoline,gasoline,89415.34,3129.5369,0.200916269
Environment and Climate Change Canada,2015-16,Other mobile equipment,1,Liquified petroleum gas,propane,52.779,1.84763,0.000112445
Environment and Climate Change Canada,2015-16,Other mobile equipment,1,Natural gas,compressed natural gas,12.336,0.001824,1.04059E-07
Fisheries and Oceans Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,631297.076,22101.1682,1.58029354
Fisheries and Oceans Canada,2015-16,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),22983.464,804.20523,0.046329825
Fisheries and Oceans Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),105090.659,3679.80322,0.225646055
Fisheries and Oceans Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,2108966,73813.81,4.730410738
Fisheries and Oceans Canada,2015-16,On-road vehicles,1,Liquified petroleum gas,propane,922.548,32.29556,0.001965474
Health Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,9813.92392,343.577044,0.024566692
Health Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),147973.1443,5181.355394,0.317721447
Health Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,690539.36,24168.8776,1.548879784
"Immigration, Refugees and Citizenship Canada",2015-16,On-road vehicles,1,Gasoline,gasoline,24183.4,846.419,0.054243366
Indigenous Services Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1175.503,41.15335,0.002942576
Indigenous Services Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),12889.4271,451.219087,0.006169276
Indigenous Services Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,150031.8,5251.113,0.336521327
"Innovation, Science and Economic Development Canada",2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,110142.826,3856.0057,0.275714878
"Innovation, Science and Economic Development Canada",2015-16,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),2572.752,90.02214,0.005186126
"Innovation, Science and Economic Development Canada",2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),65595.478,2296.85924,0.140843734
"Innovation, Science and Economic Development Canada",2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),1418.526,49.65822,0.00067895
"Innovation, Science and Economic Development Canada",2015-16,On-road vehicles,1,Gasoline,gasoline,301207,10542.245,0.675607301
National Defence,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),520145.805,18197.92545,1.218753779
National Defence,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4541841.648,159005.9736,11.36935888
National Defence,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2199069.205,77001.5339,4.721744975
National Defence,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),3493.536,122.29792,0.001672114
National Defence,2015-16,On-road vehicles,1,Gasoline,gasoline,4107949,143778.215,9.214129607
National Defence,2015-16,On-road vehicles,1,Liquified petroleum gas,propane,20.967,0.73399,4.46699E-05
National Defence,2015-16,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),104483.527,3655.48163,0.244815381
National Defence,2015-16,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1713659.104,59993.7328,4.211895256
National Defence,2015-16,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),8082.186,283.00188,0.017353715
National Defence,2015-16,Other mobile equipment,1,Gasoline,gasoline,39198,1371.93,0.088077906
National Defence,2015-16,Other mobile equipment,1,Liquified petroleum gas,propane,35504.361,1242.89817,0.075641476
Natural Resources Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),5531.6343,193.530867,0.012961174
Natural Resources Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,71489.2898,2502.77861,0.178955467
Natural Resources Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),27334.1718,956.885046,0.013082974
Natural Resources Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,236104.8,8263.668,0.529583066
Parks Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),442898.8677,15495.34861,1.037756459
Parks Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1295585.871,45357.34813,3.243173555
Parks Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),652659.5012,22853.20653,1.401361864
Parks Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,2196676.234,76883.66818,4.927144792
Parks Canada,2015-16,On-road vehicles,1,Liquified petroleum gas,propane,25985.22009,909.6624073,0.055361098
Parks Canada,2015-16,On-road vehicles,1,Natural gas,compressed natural gas,1537.12728,0.22727952,1.29663E-05
Public Services and Procurement Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,95973.338,3359.9441,0.240245127
Public Services and Procurement Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,312358,10932.53,0.700618994
Transport Canada,2015-16,Aircraft,1,aviation fuel,jet fuel,1523590.112,53304.2752,3.676608222
Transport Canada,2015-16,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,14933106.56,522795.2298,36.95165824
Transport Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1004.9315,35.158735,0.002354655
Transport Canada,2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3553.44328,124.402996,0.008895152
Transport Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),89359.0195,3128.95181,0.191867769
Transport Canada,2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),391.0707,13.690179,0.000187178
Transport Canada,2015-16,On-road vehicles,1,Gasoline,gasoline,406933.15,14242.66025,0.912751055
Agriculture and Agri-Food Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),55146.771,1929.37599,0.129214414
Agriculture and Agri-Food Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,255026.716,8928.2662,0.638395277
Agriculture and Agri-Food Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),244530.125,8562.3475,0.525044363
Agriculture and Agri-Food Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),23219.868,812.85596,0.011113742
Agriculture and Agri-Food Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,853368,29867.88,1.914104424
Agriculture and Agri-Food Canada,2016-17,On-road vehicles,1,Liquified petroleum gas,propane,95.6529,3.348513,0.000203787
Agriculture and Agri-Food Canada,2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),158668.8248,5551.219324,0.371776967
Agriculture and Agri-Food Canada,2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,483224.9199,16917.28924,1.18768823
Agriculture and Agri-Food Canada,2016-17,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),35859.08694,1255.624285,0.076995059
Agriculture and Agri-Food Canada,2016-17,Other mobile equipment,1,Gasoline,gasoline,84291.64,2950.2074,0.189403315
Canada Border Services Agency,2016-17,Marine vessels,1,Gasoline,gasoline,511,17.885,0.001135953
Canada Border Services Agency,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),4009.943,140.29267,0.009395699
Canada Border Services Agency,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,86994.5518,3045.60451,0.217768993
Canada Border Services Agency,2016-17,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),851.2,29.784,0.00171584
Canada Border Services Agency,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),7786.284,272.64072,0.016718368
Canada Border Services Agency,2016-17,On-road vehicles,1,Gasoline,gasoline,1698109,59433.815,3.808858487
Canada Revenue Agency,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,14677.5416,513.84812,0.036741536
Canada Revenue Agency,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),266.6424,9.334328,0.000127623
Canada Revenue Agency,2016-17,On-road vehicles,1,Gasoline,gasoline,89163.45,3120.72075,0.199993618
Employment and Social Development Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),233.3371,8.170418,0.000501011
Employment and Social Development Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,141776.3,4962.1705,0.318004241
Environment and Climate Change Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),17467.2204,611.111676,0.040927449
Environment and Climate Change Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,269921.9636,9449.73602,0.675681785
Environment and Climate Change Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),25790.7603,903.076674,0.05537679
Environment and Climate Change Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,1064932.82,37272.6487,2.388644315
Environment and Climate Change Canada,2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3391.4,118.73,0.008335509
Environment and Climate Change Canada,2016-17,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),120.875,4.2325,0.000259538
Environment and Climate Change Canada,2016-17,Other mobile equipment,1,Gasoline,gasoline,86521.13,3028.23955,0.194412979
Environment and Climate Change Canada,2016-17,Other mobile equipment,1,Liquified petroleum gas,propane,73.746,2.58162,0.000157115
Fisheries and Oceans Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,649643.456,22743.4592,1.62621909
Fisheries and Oceans Canada,2016-17,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),22189.72,776.43165,0.044729804
Fisheries and Oceans Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),4937.502,172.88916,0.010601588
Fisheries and Oceans Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,2068067,72382.345,4.638674281
Fisheries and Oceans Canada,2016-17,On-road vehicles,1,Liquified petroleum gas,propane,506.823,17.74231,0.001079778
Health Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,9009.15564,315.402798,0.022552157
Health Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),28211.0646,987.824868,0.060573561
Health Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,892013.53,31220.47355,2.000786348
"Immigration, Refugees and Citizenship Canada",2016-17,On-road vehicles,1,Gasoline,gasoline,22779.23,797.27305,0.051093813
Indigenous Services Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,473.2644,16.56858,0.001184698
Indigenous Services Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),180.1716,6.307252,8.62357E-05
Indigenous Services Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,179349.7,6277.2395,0.402281377
"Innovation, Science and Economic Development Canada",2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,106880.518,3741.7951,0.26754851
"Innovation, Science and Economic Development Canada",2016-17,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),1121.456,39.24042,0.002260619
"Innovation, Science and Economic Development Canada",2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),6997.212,245.01096,0.015024107
"Innovation, Science and Economic Development Canada",2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),662.268,23.18396,0.000316982
"Innovation, Science and Economic Development Canada",2016-17,On-road vehicles,1,Gasoline,gasoline,367421,12859.735,0.824125303
National Defence,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),633213.371,22153.72999,1.483682424
National Defence,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4248100.46,148722.347,10.63405165
National Defence,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2009905.632,70377.87456,4.315581245
National Defence,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),776.502,27.18294,0.000371658
National Defence,2016-17,On-road vehicles,1,Gasoline,gasoline,4090949,143183.215,9.175998607
National Defence,2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),104699.84,3663.0496,0.245322224
National Defence,2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1857214.878,65019.4971,4.564731991
National Defence,2016-17,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),10398.151,364.09658,0.022326454
National Defence,2016-17,Other mobile equipment,1,Gasoline,gasoline,41114,1438.99,0.092383158
National Defence,2016-17,Other mobile equipment,1,Liquified petroleum gas,propane,22990.677,804.83269,0.048981272
Natural Resources Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),3743.4106,130.967714,0.008771186
Natural Resources Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,66581.934,2330.9763,0.166671135
Natural Resources Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),4157.4231,145.574298,0.008926637
Natural Resources Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),1071.9198,37.524606,0.000513054
Natural Resources Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,254405.1,8904.1785,0.570630639
Parks Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),639105.3411,22359.86764,1.497487901
Parks Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1716773.375,60102.76075,4.297510597
Parks Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),692141.5114,24235.68932,1.486135905
Parks Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,2303094.179,80608.29628,5.165840245
Parks Canada,2016-17,On-road vehicles,1,Liquified petroleum gas,propane,13457.79825,471.116008,0.028671625
Parks Canada,2016-17,On-road vehicles,1,Natural gas,compressed natural gas,12.92967,0.00191178,1.09067E-07
Public Services and Procurement Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,88538.514,3099.6573,0.221633914
Public Services and Procurement Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,292658,10243.03,0.656431894
Transport Canada,2016-17,Aircraft,1,aviation fuel,jet fuel,1621653.758,56735.1268,3.913247726
Transport Canada,2016-17,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,16429017,575165.7689,40.65325717
Transport Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1693.396047,59.2454937,0.003967797
Transport Canada,2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5584.591002,195.5117325,0.01397962
Transport Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),164499.2326,5760.024837,0.35320554
Transport Canada,2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),3229.563543,113.0570585,0.001545768
Transport Canada,2016-17,On-road vehicles,1,Gasoline,gasoline,711510.1605,24902.85562,1.59591729
Transport Canada,2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2177596.571,76235.7849,5.352178065
Transport Canada,2016-17,Other mobile equipment,1,Gasoline,gasoline,25186.9892,881.5446219,0.056595165
Agriculture and Agri-Food Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,153165.4681,5866.237427,0.419452071
Agriculture and Agri-Food Canada,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),19532.19437,742.8777146,0.050871711
Agriculture and Agri-Food Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),63257.79376,2141.908897,0.131958954
Agriculture and Agri-Food Canada,2017-18,on-road vehicles,1,gasoline,gasoline,850044.6272,29751.56195,1.969341316
Agriculture and Agri-Food Canada,2017-18,on-road vehicles,1,liquified petroleum gas,propane,168.0999794,4.254610479,0.000258931
Agriculture and Agri-Food Canada,2017-18,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,495063.3746,18960.92725,1.33116246
Agriculture and Agri-Food Canada,2017-18,other mobile equipment,1,fuels with renewable content,biodiesel (5%),70325.1733,2674.712479,0.17966837
Agriculture and Agri-Food Canada,2017-18,other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),61646.3388,2087.345032,0.137810355
Agriculture and Agri-Food Canada,2017-18,other mobile equipment,1,gasoline,gasoline,65102.86386,2278.600235,0.160556695
Agriculture and Agri-Food Canada,2017-18,other mobile equipment,1,liquified petroleum gas,propane,284.0000054,7.188040137,0.000437457
Canada Border Services Agency,2017-18,Marine Vessels,1,gasoline,gasoline,594.0001249,20.79000437,0.001383934
Canada Border Services Agency,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,73311.98311,2807.848953,0.20076886
Canada Border Services Agency,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (20%),4717.998169,175.6699438,0.01039071
Canada Border Services Agency,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),3574.000136,90.45794344,0.001271629
Canada Border Services Agency,2017-18,on-road vehicles,1,gasoline,gasoline,1654660.784,57913.12744,3.833436035
Canada Border Services Agency,2017-18,on-road vehicles,1,liquified petroleum gas,propane,205.0000222,5.188550562,0.00031577
Canada Revenue Agency,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7952.300725,304.5731178,0.021777797
Canada Revenue Agency,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),685.0998852,26.05674648,0.001784346
Canada Revenue Agency,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),107.8999789,3.653493285,0.000225085
Canada Revenue Agency,2017-18,on-road vehicles,1,gasoline,gasoline,84996.00868,2974.860304,0.196914527
Canadian Space Agency,2017-18,on-road vehicles,1,gasoline,gasoline,7286.386899,255.0235415,0.016880737
Canadian Space Agency,2017-18,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2761.726168,105.7741122,0.007425933
Canadian Space Agency,2017-18,other mobile equipment,1,gasoline,gasoline,1386.011304,48.51039565,0.003418181
Correctional Service Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,45341.39807,1736.575546,0.124169896
Correctional Service Canada,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),6527.500468,248.263689,0.0170009
Correctional Service Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),3960.600564,134.1059351,0.008262009
Correctional Service Canada,2017-18,on-road vehicles,1,gasoline,gasoline,1031361.586,36097.65552,2.389408325
